epoch,train_avg_nll,train_perplexity,val_avg_nll,val_perplexity
1,3.792824461686477,44.381577478833385,5.39535402709929,220.3801538340338
2,3.6888404143595803,39.99843844030741,5.4186134136635316,225.56613863679982
3,3.612401635678422,37.054938498944864,5.447843857987116,232.25684689901203
4,3.560668509319882,35.18671192916538,5.458704002222961,234.7929359766296
5,3.5306245169577672,34.14528526712092,5.463736378452304,235.97748040320084
