epoch,train_avg_nll,train_perplexity,val_avg_nll,val_perplexity
1,3.455168047454095,31.66360922412814,5.450665090376106,232.9130226149117
2,3.391756206790292,29.718097592768704,5.493024791678675,242.99109380937904
3,3.355311647358831,28.65453290882821,5.516067884833236,248.65537081656788
4,3.3294803343500687,27.923826878491855,5.534670615700587,253.32433283559754
5,3.312787370284259,27.461564439236742,5.5398775150770305,254.64680715374146
