epoch,train_avg_nll,train_perplexity,val_avg_nll,val_perplexity
1,3.8115616049850343,45.221001097555394,5.340108998483701,208.53543909703046
2,3.730573159232432,41.703003777014466,5.363931542185088,213.5629297542965
3,3.6765684611763283,39.51057909255597,5.3831728416935025,217.71194627848203
4,3.638342444718993,38.02874969983201,5.395060558797299,220.3154887335383
5,3.616160322605938,37.194478491171196,5.3984930478552045,221.07301860062643
