epoch,train_avg_nll,train_perplexity,val_avg_nll,val_perplexity
1,3.0028088559626283,20.14203361172216,5.893356404686821,362.62034473906635
2,2.9595590730956025,19.289464636202172,5.960733897009168,387.8946945585657
3,2.9278563997308686,18.687528939110475,5.988830320577953,398.94769600005327
4,2.905121108952253,18.26745587068757,5.997904692844362,402.584371225888
5,2.889291559379031,17.980566924370926,6.008462226182246,406.8571846436898
