epoch,train_avg_nll,train_perplexity,val_avg_nll,val_perplexity
1,2.8551960631219857,17.377844028022942,6.100328097738215,446.00407900894805
2,2.8154487809130058,16.700669040289235,6.1324679783661455,460.57143953069817
3,2.784256427169564,16.18777660966581,6.174723308869086,480.45006925485905
4,2.7620349773831467,15.832028008144965,6.1976470456605295,491.59098805599206
5,2.7466093544388097,15.589683079865939,6.2019923599434446,493.7317531779251
